Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Alcohol Intoxication,20160161,37,01/24/2016 - 1:59am,1/24/2016,AVENUE OF CHAMPIONS AVE,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
DUI,20160162,37,01/24/2016 - 2:35am,1/24/2016,WINNIE ST/VIRGINIA AVE,"OPER MTR VEH U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM), 2ND/M, OPERATING ON SUS OR REV OPER LICENSE/M, NO REGISTRATION PLATES",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
DUI,20160163,37,01/24/2016 - 2:16am,1/24/2016,WINNIE ST/VIRGINIA AVE,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC. .08 - 1ST OFFENSE/M, POSS OF MARIJUANA/M, CARELESS DRIVING",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,20160165,37,01/24/2016 - 12:00pm,1/24/2016,800 ROSE ST,"ASSAULT, 4TH DEGREE (MINOR INJURY)/M",No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Harassment,CSA20160096,37,01/24/2016 - 12:25pm,1/24/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20160097,37,01/24/2016 - 1:45am,1/24/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160098,37,01/24/2016 - 6:10pm,1/24/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160099,37,01/24/2016 - 6:10pm,1/24/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160100,37,01/24/2016 - 7:10pm,1/24/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Alcohol Intoxication,CSA20160477,37,01/24/2016 - 2:00am,1/24/2016,441 PENNSYLVANIA STREET,ALCOHOL INTOXICATION,Yes,Closed - CSA,,,,,,,,,,,,,,,,,,,
Disorderly Conduct,CSA20160476,37,01/23/2016 - 2:55pm,1/24/2016,125 AVENUE OF CHAMPIONS,DISORDERLY CONDUCT,Yes,Closed - CSA,125 AVENUE OF CHAMPIONS,David P. Roselle Hall,David P. Roselle Hall,568,568,Lexington,Lexington,0,0,KY,KY,40526,40526,38.040994,-84.503272,38.040994,-84.503272,38,-85
Assault,CSA20160101,37,01/25/2016 - 3:13am,1/25/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,20160169,37,01/22/2016 - 8:00am,1/25/2016,770 WOODLAND AVE,CRIMINAL MISCHIEF 3RD DEGREE/M,No,Closed,770 WOODLAND AVE,Complex Commons,Complex Commons,147,147,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031014,-84.50094,38.031014,-84.50094,38,-85
Theft,20160168,37,12/23/2015 - 12:00pm,1/25/2016,842 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,842 ROSE ST,Gill Heart Institute (Pavilion G),Gill Heart Institute (Pavilion G),294,294,Lexington,Lexington,0,0,KY,KY,40536,40536,38.032053,-84.507908,38.032053,-84.507908,38,-85
Theft,20160170,37,01/19/2016 - 8:00am,1/25/2016,SOUTH LIMESTONE ST,FRAUD USE CRED CARD U/$500 W/6 MONTH PERIOD/M,No,Open,,,,,,,,,,,,,,,,,,,
Theft,20160173,37,01/24/2016 - 10:00pm,1/25/2016,703 SPORTS CENTER DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Closed,703 SPORTS CENTER DR,Woodland Glen IV,Woodland Glen IV,186,186,Lexington,Lexington,0,0,Proposed Construction,KY,KY,40506,0.001663,0.000379,0.001663,0.000379,0,0
Theft,20160172,37,01/24/2016 - 3:00pm,1/25/2016,344 SOUTH MARTIN LUTHER KING BLVD,TBUT OR DISP BICYCLES U/$500/M,No,Closed,,,,,,,,,,,,,,,,,,,
Other Sex Offenses,20160171,37,01/25/2016 - 1:15pm,1/25/2016,140 PATTERSON DR,VOYEURISM/M,No,Closed,140 PATTERSON DR,White Hall Classroom Bldg,White Hall Classroom Bldg,25,25,Lexington,Lexington,0,0,KY,KY,40506,40506,38.038113,-84.503779,38.038113,-84.503779,38,-85
Disorderly Conduct,201614140,37,01/25/2016 - 3:34pm,1/25/2016,SOUTH LIMESTONE ST/EAST MAXWELL ST,DISORDERLY CONDUCT 2ND DEGREE/M,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,20160176,37,01/25/2016 - 11:30am,1/26/2016,800 ROSE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Theft,20160177,37,01/26/2016 - 2:26am,1/26/2016,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Sex Offenses,20160178,37,01/24/2016 - 7:00pm,1/26/2016,800 ROSE ST,SEXUAL ABUSE - 3RD DEGREE/M,No,Open,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
All Other Offenses,20160175,37,01/26/2016 - 1:15am,1/26/2016,EUCLID AVE/ROSE ST,"OPERATING ON SUS OR REV OPERATORS LICENSE/M, DISREGARDING TRAFFIC CONTROL DEVICE-TRAFFIC LIGHT",No,Citation issued,,,,,,,,,,,,,,,,,,,
All Other Offenses,CSA20160102,37,01/25/2016 - 3:04pm,1/26/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160103,37,01/26/2016 - 7:53am,1/26/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,20160104,37,01/26/2016 - 2:30pm,1/26/2016,310 SOUTH LIMESTONE ST,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Sex Offenses,CSA20160105,37,01/16/2016 - 8:00am,1/26/2016,650 WOODLAND AVE,SEXUAL ASSAULT,Yes,Closed - CSA,650 WOODLAND AVE,Woodland Glen II,Woodland Glen II,120,120,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032115,-84.499403,38.032115,-84.499403,38,-84
Assault,CSA20160106,37,01/26/2016 - 7:59pm,1/26/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,20160184,37,01/27/2016 - 3:13am,1/27/2016,SOUTH LIMESTONE ST/CHRYSALIS CT,"FAILURE OF OWNER TO MAINTAIN REQUIRED INSURANCE - 1ST/M, NO/EXPIRED REGISTRATION PLATES",No,Citation issued,,,,,,,,,,,,,,,,,,,
Criminal Mischief,CSA20160107,37,01/27/2016 - 7:00pm,1/27/2016,1350 BULL LEA RD,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20160108,37,01/26/2016 - 7:45pm,1/27/2016,1350 BULL LEA RD,"TERRORISTIC THREATENING, CRIMINAL MISCHIEF",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160109,37,01/26/2016 - 1:52pm,1/27/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20160110,37,01/26/2016 - 6:25pm,1/27/2016,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160111,37,01/26/2016 - 7:30pm,1/27/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20160112,37,01/26/2016 - 9:22pm,1/27/2016,1350 BULL LEA RD,"TERRORISTIC THREATENING, HARASSMENT - PHYSICAL CONTACT - NO INJURY",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160188,37,01/27/2016 - 6:50am,1/27/2016,110 TRANSCRIPT AVE,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F",No,Closed,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Terroristic Threatening,CSA20160113,37,01/27/2016 - 1:46pm,1/27/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160114,37,01/27/2016 - 10:15am,1/27/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160115,37,01/27/2016 - 10:57am,1/27/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160116,37,01/27/2016 - 11:40am,1/27/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160117,37,01/27/2016 - 8:52pm,1/27/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,20160183,37,01/28/2016 - 8:15am,1/28/2016,800 ROSE ST,CRIMINAL MISCHIEF 3RD DEGREE/M,No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Assault,20160192,37,01/28/2016 - 10:25am,1/28/2016,310 SOUTH LIMESTONE ST,"ASSAULT, 4TH DEGREE (MINOR INJURY)/M, CRIMINAL MISCHIEF 3RD DEGREE/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Public Intoxication,20160193,37,01/28/2016 - 11:17am,1/28/2016,310 SOUTH LIMESTONE ST,"PUBLIC INTOXICATION - CONTROLL SUB (EXCLUDES ALCOHOL)/M, RESISTING ARREST/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20160194,37,06/15/2015 - 8:00am,1/28/2016,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
All Other Offenses,CSA20160118,37,01/28/2016 - 11:30am,1/28/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Alcohol Intoxication,20160201,37,01/29/2016 - 1:53am,1/29/2016,EUCLID AVE/ROSE ST,ALC INTOX IN A PUBLIC PLACE 3RD OR > IN 12 MONTHS/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
DUI,20160202,37,01/29/2016 - 2:14am,1/29/2016,SOUTH LIMESTONE ST/COOPER DR,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF/M, CARELESS DRIVING",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20160204,37,01/22/2016 - 8:00am,1/29/2016,800 ROSE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Harassment,20160207,37,01/29/2016 - 3:10pm,1/29/2016,SOUTH LIMESTONE ST/STATE ST,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20160209,37,01/29/2016 - 5:18am,1/29/2016,334 LEXINGTON AVE,"TBUT OR DISP SHOPLIFTING $500 OR MORE BUT U/$10,000/F, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,20160208,37,01/29/2016 - 4:00pm,1/29/2016,800 ROSE ST,"ASSAULT 3RD DEGREE - POLICE OFFICER OR PROB OFFICER/F, CRIMINAL MISCHIEF, 1ST DEGREE/F",No,Open,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
All Other Offenses,20160211,37,01/29/2016 - 9:18pm,1/29/2016,NICHOLASVILLE RD/BARBERRY LN,"OPERATING ON SUS OR REV OPERATORS LICENSE/M, CARELESS DRIVING",No,Citation issued,,,,,,,,,,,,,,,,,,,
Harassing Communications,CSA20160121,37,01/29/2016 - 4:00pm,1/29/2016,220 AVENUE OF CHAMPIONS,HARASSING COMMUNICATIONS,No,Closed - CSA,,,,,,,,,,,,,,,,,,,
All Other Offenses,CSA20160123,37,01/29/2016 - 8:43am,1/29/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160124,37,01/29/2016 - 10:20am,1/29/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160125,37,01/29/2016 - 4:30pm,1/29/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20160212,37,01/30/2016 - 12:25am,1/30/2016,SOUTH LIMESTONE ST/COOPER DR,"OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFFENSE/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, FAILURE TO ILLUMINATE HEAD LAMPS",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20160213,37,01/30/2016 - 2:59am,1/30/2016,JERSEY ST,"ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE) x2, DISORDERLY CONDUCT 2ND DEGREE/M, RESISTING ARREST/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20160225,37,01/30/2016 - 8:00am,1/30/2016,110 TRANSCRIPT AVE,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Alcohol Intoxication,20160218,37,01/30/2016 - 4:30pm,1/30/2016,319 SOUTH LIMESTONE ST,ALC INTOX IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,201602613,37,01/30/2016 - 11:45pm,1/30/2016,650 WOODLAND AVE,ALCOHOL INTOXICATION,No,Closed - Disciplinary Referral,650 WOODLAND AVE,Woodland Glen II,Woodland Glen II,120,120,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032115,-84.499403,38.032115,-84.499403,38,-84
Liquor Law Violation,CSA20160119,37,01/30/2016 - 12:00am,1/30/2016,326 SOUTH MARTIN LUTHER KING BLVD,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,Yes,Closed - CSA,,,,,,,,,,,,,,,,,,,
Terroristic Threatening,CSA20160126,37,01/30/2016 - 1:31pm,1/30/2016,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,CSA20160127,37,01/30/2016 - 12:50pm,1/30/2016,1350 BULL LEA RD,"CRIMINAL MISCHIEF, TERRORISTIC THREATENING",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160128,37,01/30/2016 - 9:53pm,1/30/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160129,37,01/30/2016 - 1:47am,1/30/2016,13350 BULL LEA RD,MENACING,No,Closed - CSA,,,,,,,,,,,,,,,,,,,
Liquor Law Violation,CSA20160135,37,01/30/2016 - 12:00am,1/30/2016,344 SOUTH MARTIN LUTHER KING BLVD,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,Yes,Closed - CSA,,,,,,,,,,,,,,,,,,,
Disorderly Conduct,20160222,37,01/31/2016 - 3:03am,1/31/2016,SOUTH LIMESTONE ST/EAST MAXWELL ST,"DISORDERLY CONDUCT, 2ND DEGREE/M, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20160224,37,01/31/2016 - 5:09am,1/31/2016,330 SOUTH LIMESTONE ST,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,330 SOUTH LIMESTONE ST,Good Samaritan Parking Structure,Good Samaritan Parking Structure,613,613,Lexington,Lexington,0,0,KY,KY,40508,40508,38.042687,-84.502204,38.042687,-84.502204,38,-85
All Other Offenses,20160221,37,01/31/2016 - 2:01am,1/31/2016,SOUTH LIMESTONE ST/CHRYSALIS CT,OPERATING ON SUS OR REV OPERATORS LICENSE/M,No,Citation issued,,,,,,,,,,,,,,,,,,,
All Other Offenses,20160223,37,01/31/2016 - 3:33am,1/31/2016,NICHOLASVILLE RD/WESTWOOD CT,"OPERATING ON SUS OR REV OPERATORS LICENSE/M, FAILURE TO PRODUCE INSURANCE CARD, NO/EXPIRED REGISTRATION PLATES",No,Citation issued,,,,,,,,,,,,,,,,,,,
Harassment,CSA20160120,37,01/31/2016 - 1:00am,1/31/2016,WOODLAND AVE,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,,,,,,,,,,,,,,,,,,,
Harassment,CSA20160130,37,01/31/2016 - 2:45pm,1/31/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160131,37,01/31/2016 - 6:11pm,1/31/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160132,37,01/31/2016 - 6:51pm,1/31/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
All Other Offenses,CSA20160133,37,01/31/2016 - 6:35pm,1/31/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Harassment,CSA20160134,37,01/31/2016 - 7:00pm,1/31/2016,1350 BULL LEA RD,HARASSMENT - PHYSICAL CONTACT - NO INJURY,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160231,37,01/31/2016 - 1:00pm,1/31/2016,110 TRANSCRIPT AVE,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Theft,20160234,38,09/01/2013 - 12:01am,2/1/2016,1000 SOUTH LIMESTONE ST,THEFT OF IDENTITY OF ANOTHER W/O CONSENT/F,No,Unfounded,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Terroristic Threatening,20160253,38,02/04/2016 - 1:00am,2/1/2016,800 ROSE ST,"TERRORISTIC THREATENING, 3RD DEGREE/M",No,Closed,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
All Other Offenses,CSA20160136,38,02/02/2016 - 12:20am,2/2/2016,1350 BULL LEA RD,MENACING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20160237,38,01/28/2016 - 4:00pm,2/2/2016,135 EAST MAXWELL ST,TBUT OR DISP FROM BUILDING $500/M,No,Open,135 EAST MAXWELL ST,Professional Arts Center (Samaritan),Professional Arts Center (Samaritan),9733,9733,Lexington,Lexington,98,98,KY,KY,40508,40508,,,,,,
